auto_index	 NMOD: ADP 1	 NMOD: AUX 1	 NMOD: DET 1	 NMOD: NOUN 1	 ROOT: AUX 1	 ROOT: AUX 2	 ROOT: SCONJ 1	 ROOT: VERB 1	 ROOT: VERB 2	 ROOT: VERB 3	 ROOTnoun: ADJ 1	 ROOTnoun: ADP 1	 ROOTnoun: ADV 1	 ROOTnoun: DET 1	 ROOTnoun: NOUN 1	 ROOTnoun: PART 1	 ROOTnoun: PART 2	 acl: VERB 1	 advcl: ADV 1	 advcl: NOUN 1	 advcl: NOUN 2	 advcl: PRON 1	 advcl: VERB 1	 advmod: ADV 1	 advmod: PART 1	 amod: ADJ 1	 aux:pass: AUX 1	 ccomp: NOUN 1	 ccomp: NOUN 2	 ccomp: PART 1	 ccomp: PRON 1	 ccomp: PRON 2	 ccomp: VERB 1	 ccomp: VERB 2	 compound: NOUN 1	 compound: PROPN 1	 conj: ADV 1	 conj: NOUN 1	 conj: PRON 1	 conj: VERB 1	 cop: AUX 1	 csubj: NOUN 1	 csubj: VERB 1	 det: DET 1	 discourse: INTJ 1	 expl: PRON 1	 iobj: PRON 1	 nsubj: NOUN 1	 nsubj: PRON 1	 nsubj:pass: DET 1	 nsubj:pass: NOUN 1	 obj: ADJ 1	 obj: DET 1	 obj: NOUN 1	 obj: NOUN 2	 obj: NUM 1	 obj: PRON 1	 obj: PROPN 1	 obj: VERB 1	 obl: ADJ 1	 obl: ADP 1	 obl: ADP 2	 obl: ADV 1	 obl: DET 1	 obl: NOUN 1	 obl: NOUN 2	 obl: NOUN 3	 obl: NUM 1	 obl: PRON 1	 obl: PROPN 1	 obl: VERB 1	 obl:npmod: NOUN 1	 obl:tmod: ADJ 1	 obl:tmod: DET 1	 obl:tmod: NOUN 1	 obl:tmod: NOUN 2	 obl:tmod: NUM 1	 obl:tmod: PROPN 1	 parataxis: NOUN 1	 parataxis: NOUN 2	 parataxis: PRON 1	 parataxis: PRON 2	 parataxis: VERB 1
4121	 0	0	0	0	 0	0	 0	183	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	290	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	182	 0	 0	259	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
481	 0	0	0	0	 0	0	 0	233	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	116	192	 0	222	277	 0	 0	 0	0	201	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
3556	 0	0	0	0	108	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	217	146	 0	 0	0	 0	 0	 0	 0	 0	290	 0	 0	 0	 0	 0	 0	 0	 0
3645	 0	0	0	0	304	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	290	182	 0	227	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
4191	 0	0	0	0	108	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	182	 0	 0	259	0	 0	 0	 0	 0	 0	323	290	 0	 0	 0	 0	 0	 0	 0
ST1-8904	 0	 0	 0	 0	 0	 0	0	169	239	 0	 0	 0	0	 0	 0	209	 0	0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	0	0	 0	0	 0	 0	 0	0	0	0	0	0	 0	0	0	 0	 0	0	0	 0	180	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	295	 0	 0	222	240	173	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0
2912	 0	0	0	0	 0	0	 0	183	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	336	 0	 0	192	 0	 0	222	292	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
3822	 0	0	0	0	 0	0	 0	183	135	 0	 0	 0	0	0	 0	209	0	 0	 0	323	 0	 0	182	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	290	 0	181	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
4262	 0	0	0	0	 0	0	 0	183	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	182	290	132	189	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
19363	 0	0	0	0	314	0	 0	212	 0	 0	 0	 0	0	0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	110	0	0	 0	 0	184	173	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
5616	 0	0	0	0	108	0	 0	233	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	290	 0	181	 0	 0	 0	 0	 0	 0
3007	 0	0	0	0	108	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	292	 0	 0	336	 0	 0	 0	 0	 0
ST1-6657	 0	 0	 0	 0	 0	 0	0	183	288	 0	 0	 0	0	 0	 0	209	 0	0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	0	0	 0	0	 0	 0	 0	0	0	0	0	0	 0	0	0	 0	 0	0	0	 0	180	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	295	 0	 0	 0	240	173	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0
31551	 0	0	0	0	314	0	 0	183	 0	 0	 0	 0	0	0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	242	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	159	283	243	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
1680	 0	0	0	0	108	0	 0	233	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	126	 0	 0	 0	 0	 0	 0	192	 0	 0	222	292	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
4285	 0	0	0	0	108	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	131	 0	 0	182	290	323	189	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
3941	 0	0	0	0	304	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	198	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	290	182	 0	 0	 0	 0	 0	 0	 0
4575	 0	0	0	0	108	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	182	290	132	338	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
3785	 0	 0	 0	 0	108	 0	0	197	135	 0	 0	 0	0	 0	 0	209	 0	0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	0	0	 0	0	 0	 0	 0	0	0	0	0	0	 0	0	0	 0	 0	0	0	 0	180	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	319	 0	129	 0	 0	 0	 0	 0	 0	0	 0
4550	 0	0	0	0	 0	0	 0	183	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	182	290	132	338	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
552	 0	0	0	0	108	0	 0	197	343	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	116	192	 0	222	201	277	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
53325	 0	0	0	0	108	0	 0	197	343	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	201	 0	 0	192	 0	 0	222	292	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
1514	 0	0	0	0	108	0	 0	197	343	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	126	 0	 0	192	 0	 0	222	112	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
ST1-7498	 0	 0	 0	 0	 0	 0	0	183	135	 0	 0	 0	0	 0	 0	209	 0	0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	0	0	 0	0	 0	 0	 0	0	0	0	0	0	 0	0	0	 0	 0	0	0	 0	180	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	290	182	 0	215	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0
4515	 0	0	0	0	 0	0	 0	233	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	323	290	 0	 0	 0	 0	 0	 0	 0
564	 0	0	0	0	 0	0	 0	233	343	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	112	 0	 0	 0	201	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
1454	 0	0	0	0	304	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	116	 0	 0	 0	112	126	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
53612	 0	0	0	0	108	0	 0	197	343	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	116	 0	 0	 0	292	126	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
54186	 0	0	0	0	108	0	 0	233	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	116	 0	 0	 0	292	 0	 0	 0	0	336	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
737	 0	0	0	0	 0	0	 0	183	343	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	116	 0	 0	 0	292	201	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
44563	 0	0	0	0	 0	0	 0	183	340	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	312	192	 0	 0	222	190	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
2445	 0	0	0	0	304	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	116	 0	 0	 0	133	155	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
2733	 0	0	0	0	 0	0	 0	233	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	116	 0	 0	 0	112	 0	 0	 0	0	336	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
4908	 0	0	0	0	108	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	131	 0	 0	182	290	323	318	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
55335	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	105	 0	 0	 0	 0	209	 0	0	 0	 0	0	0	 0	 0	0	 0	 0	 0	0	0	 0	0	 0	0	0	 0	 0	 0	 0	 0	255	173	239	 0	 0	140	0	0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	 0	0	 0
5082	 0	0	0	0	 0	0	 0	233	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	290	323	 0	 0	0	 0	131	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
5612	 0	0	0	0	108	0	 0	233	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	290	132	 0	181	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
31582	 0	0	0	0	314	0	 0	183	170	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	242	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	222	276	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
53228	 0	0	0	0	 0	0	 0	183	343	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	201	 0	 0	192	 0	 0	222	292	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
2262	 0	0	0	0	108	0	 0	233	343	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	277	 0	 0	155	 0	 0	 0	 0	 0
2327	 0	0	0	0	 0	0	 0	183	343	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	155	 0	 0	192	 0	 0	222	112	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
2387	 0	0	0	0	108	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	116	192	 0	222	112	 0	 0	 0	0	155	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
3849	 0	0	0	0	108	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	182	146	 0	 0	0	 0	 0	 0	 0	 0	290	 0	 0	 0	 0	 0	 0	 0	 0
5183	 0	0	0	0	108	0	 0	233	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	118	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	290	 0	 0	 0	 0	 0	 0	 0	 0
31502	 0	0	0	0	314	0	 0	183	 0	 0	 0	 0	0	0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	242	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	178	176	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
ST1-8561	 0	 0	 0	 0	108	 0	0	197	135	 0	 0	 0	 0	 0	 0	209	 0	0	 0	 0	0	0	 0	 0	0	 0	 0	 0	0	0	 0	0	 0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	180	 0	 0	 0	 0	 0	 0	 0	0	 0	0	 0	228	 0	 0	 0	131	290	323	189	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	 0	0	 0
54605	 0	0	0	0	223	0	 0	239	 0	 0	 0	 0	0	0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	342	 0	 0	 0	291	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
53304	 0	0	0	0	108	0	 0	233	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	201	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	133	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
3285	 0	 0	 0	 0	108	 0	0	197	239	 0	 0	 0	0	 0	 0	209	 0	0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	0	0	 0	0	 0	 0	 0	0	0	0	0	0	 0	0	0	 0	 0	0	0	 0	180	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	295	 0	 0	 0	329	241	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0
3937	 0	0	0	0	304	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	228	 0	198	178	323	 0	 0	 0	0	 0	 0	 0	 0	 0	290	 0	 0	 0	 0	 0	 0	 0	 0
2818	 0	 0	 0	 0	223	 0	0	239	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	0	0	 0	 0	0	 0	 0	 0	0	0	 0	0	 0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	180	 0	 0	 0	 0	 0	 0	 0	0	 0	0	 0	295	 0	 0	 0	291	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	 0	0	 0
1874	 0	0	0	0	 0	0	 0	233	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	145	 0	 0	192	 0	 0	222	112	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
622	 0	0	0	0	108	0	 0	197	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	 0	 0	 0	 0	201	 0	 0	192	 0	 0	222	112	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
4417	 0	0	0	0	 0	0	 0	183	135	 0	 0	 0	0	0	 0	209	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	180	0	0	 0	 0	290	 0	 0	 0	 0	 0	 0	228	 0	 0	 0	182	 0	 0	143	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
ST1-9252	 0	 0	 0	 0	223	 0	0	239	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0	 0	0	0	 0	 0	0	 0	 0	 0	0	0	 0	0	 0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	180	 0	 0	 0	 0	 0	 0	 0	0	 0	0	 0	295	 0	 0	 0	322	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	 0	0	 0
2371	 0	 0	 0	 0	108	 0	0	197	239	 0	 0	 0	0	 0	 0	209	 0	0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	0	0	 0	0	 0	 0	 0	0	0	0	0	0	 0	0	0	 0	 0	0	0	 0	180	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	295	 0	 0	 0	291	 0	 0	 0	 0	 0	 0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	 0
